ANVB8	5.139120991504387
ANVB9	4.138073125930298
ANVB14	4.4633518488946144
ANVB22	4.583489772599724
ANVB15	5.50546445871909
ANVB23	5.504265146881237
ANVB2	5.300138568858394
ANVB19	4.875580417241625
ANVB21	3.520140587370015
ANVB11	5.295008697838347
ANVB5	5.836526324579446
ANVB6	4.986168811235713
ANVB3	5.738001288183334
ANVB20	4.663632500978028
ANVB27	5.620297142772759
ANVB12	6.385302074405791
ANVB16	3.3403254576214523
ANVB24	6.783528215649316
ANVB25	5.717527422337494
ANVB26	5.251866133411404
ANVB18	5.329237230365761
ANVB10	4.951491141214035
ANVB17	5.464884379360323
ANVB4	5.595247999043196
ANVB13	5.247632896450278
ANVB1	6.319170047797241
ANVB7	5.6085981509545135
