ABLG8230	2.1774715141797407
ABLG8225	2.6390779717671595
ABLG8310	1.1531925508354692
ABLG8248	1.3904404344495354
ABLG8243	1.7292330029086278
ABLG8228	2.443215517771345
ABLG8252	2.8913691607106142
ABLG8313	1.6719054379118812
ABLG8240	2.047217313013272
ABLG8244	2.3528516465548894
ABLG8314	1.474292830588112
ABLG8220	1.2947073695724427
ABLG8305	2.9521083494079305
ABLG8221	3.087272298417045
ABLG8216	1.4661046368138786
ABLG8239	2.442057870290242
ABLG8306	2.492108617339074
ABLG8233	2.6244363198492424
ABLG8303	2.3830250594563562
ABLG8224	1.8928888168220246
ABLG8236	2.3506945618504482
ABLG8245	3.0782747199261147
ABLG8311	1.0258657489277103
ABLG8226	2.915688443592565
ABLG8302	1.3948808838555866
ABLG8238	2.1220366083486852
ABLG8300	2.6596124655615325
ABLG8249	1.8851130565258052
ABLG8312	1.9446799874054526
ABLG8222	2.446547369605363
ABLG8237	2.8861818802328183
ABLG8213	2.442470997691767
ABLG8227	2.1650313748910013
ABLG8214	1.3332144533615233
ABLG8223	1.9668974952766711
ABLG8231	2.8748811621760244
ABLG8242	1.841636542386992
ABLG8250	1.9439863361438103
ABLG8246	2.1243655822878855
ABLG8301	1.7381123605377347
ABLG8218	2.829381059899757
ABLG8241	0.8044659267256217
ABLG8219	1.6004250345657032
ABLG8232	1.2647574446341958
ABLG8308	1.9567012468466936
ABLG8251	1.6219968043640995
ABLG8215	1.4371726831935636
ABLG8247	1.3518136668482752
ABLG8321	1.102876776247727
ABLG8327	1.3141833307723487
ABLG8332	1.4747925849912138
ABLG8315	2.5698895351924533
ABLG8335	0.5999090860062514
ABLG8331	1.862580943527454
ABLG8317	1.926138441935324
ABLG8322	2.0989555936385265
ABLG8318	1.898878737580677
ABLG8464	1.9364803043858008
ABLG8336	1.4074531111326412
ABLG8465	1.3329127855659635
ABLG8328	1.3208754657461859
ABLG8469	2.1038350368948215
ABLG8466	1.2874257888214435
ABLG8319	1.2040498400180468
ABLG8326	1.9815633363355187
ABLG8329	0.6540230802699354
ABLG8330	2.1153269476989762
ABLG8333	1.035943914576473
ABLG8472	1.828495733195369
ABLG8334	1.1870486173756711
ABLG8479	1.52356975552229
ABLG8475	2.089622881775892
ABLG8468	1.9379665340373866
ABLG8476	1.592975067837536
ABLG8470	1.782817659878958
ABLG8486	2.422549882994756
ABLG8474	2.166479582697526
ABLG8471	1.9170326661394899
ABLG8478	1.9234504318149495
ABLG8485	1.8941955365974505
ABLG8484	1.805106610187614
ABLG8467	1.890315674903713
ABLG8477	2.2351936760038877
ABLG8480	1.7236841073107008
ABLG8488	1.9548930550705685
ABLG8473	2.476137696260922
ABLG8482	1.8702172686170315
ABLG8492	1.8786000625612336
ABLG8483	2.079604058713399
ABLG8493	2.0807381761635577
ABLG8325	2.0821812284391483
ABLG8490	2.197140203833718
ABLG8489	2.047725311963074
ABLG8320	1.953033201588708
ABLG8491	1.7250909147956333
ABLG8494	1.8093584281829178
ABLG8499	1.0803476008849842
ABLG8495	2.0513209118411853
ABLG8496	2.1437456533505506
ABLG8501	0.8629521703096583
ABLG8522	2.450373761637069
ABLG8511	1.8648681103353373
ABLG8517	2.0778673872161875
ABLG8497	2.061696298933449
ABLG8513	1.3025452395433856
ABLG8506	2.2813639308039098
ABLG8523	1.7189012770612342
ABLG8500	0.9676131756760709
ABLG8512	2.440543383400478
ABLG8503	1.1005020581196334
ABLG8505	1.3156391940337993
ABLG8514	1.9691927532952813
ABLG8518	1.0923051253684186
ABLG8520	2.01856595131547
ABLG8521	2.417733868415484
ABLG8529	0.8361659009424125
ABLG8530	2.9069810061001093
ABLG8525	1.282784331601096
ABLG8539	1.8584877719368793
ABLG8527	1.8047155655132041
ABLG8515	1.9634399877419468
ABLG8526	2.031901858236648
ABLG8524	1.947099778486394
ABLG8528	2.1330031060086774
ABLG8538	2.1296635017112604
ABLG8532	1.018301789420715
ABLG8531	2.2739096401577643
ABLG8534	1.5136911386490992
ABLG8536	2.867125782264688
ABLG8540	1.8921797564685685
ABLG8535	1.630498628095616
ABLG8507	2.185970025150143
ABLG8542	2.5632400170577507
ABLG8537	3.649738230889636
ABLG8541	1.3531623318356265
